"","year","offense_name","value","region","short_name","Type","percent_change","crime_type"
"657",2011,"yearly__tot_clr_forc_entry",30,"bensalem","forcible entry","Cleared Cases",15.3846153846154,"property"
"658",2012,"yearly__tot_clr_forc_entry",44,"bensalem","forcible entry","Cleared Cases",69.2307692307692,"property"
"659",2013,"yearly__tot_clr_forc_entry",22,"bensalem","forcible entry","Cleared Cases",-15.3846153846154,"property"
"660",2014,"yearly__tot_clr_forc_entry",29,"bensalem","forcible entry","Cleared Cases",11.5384615384615,"property"
"670",2009,"yearly__tot_clr_entrno_frc",7,"bensalem","Non-forcible entry","Cleared Cases",0,"property"
"671",2010,"yearly__tot_clr_entrno_frc",5,"bensalem","Non-forcible entry","Cleared Cases",-28.5714285714286,"property"
"672",2011,"yearly__tot_clr_entrno_frc",13,"bensalem","Non-forcible entry","Cleared Cases",85.7142857142857,"property"
"673",2012,"yearly__tot_clr_entrno_frc",14,"bensalem","Non-forcible entry","Cleared Cases",100,"property"
"674",2013,"yearly__tot_clr_entrno_frc",3,"bensalem","Non-forcible entry","Cleared Cases",-57.1428571428571,"property"
"675",2014,"yearly__tot_clr_entrno_frc",10,"bensalem","Non-forcible entry","Cleared Cases",42.8571428571429,"property"
"685",2009,"yearly__tot_clr_att_burglry",3,"bensalem","attempted burglary","Cleared Cases",0,"property"
"686",2010,"yearly__tot_clr_att_burglry",1,"bensalem","attempted burglary","Cleared Cases",-66.6666666666667,"property"
"687",2011,"yearly__tot_clr_att_burglry",0,"bensalem","attempted burglary","Cleared Cases",-100,"property"
"688",2012,"yearly__tot_clr_att_burglry",8,"bensalem","attempted burglary","Cleared Cases",166.666666666667,"property"
"689",2013,"yearly__tot_clr_att_burglry",1,"bensalem","attempted burglary","Cleared Cases",-66.6666666666667,"property"
"690",2014,"yearly__tot_clr_att_burglry",0,"bensalem","attempted burglary","Cleared Cases",-100,"property"
"700",2009,"yearly_tot_clr_larcny__totl",386,"bensalem","larceny","Cleared Cases",0,"property"
"701",2010,"yearly_tot_clr_larcny__totl",385,"bensalem","larceny","Cleared Cases",-0.259067357512954,"property"
"702",2011,"yearly_tot_clr_larcny__totl",427,"bensalem","larceny","Cleared Cases",10.6217616580311,"property"
"703",2012,"yearly_tot_clr_larcny__totl",480,"bensalem","larceny","Cleared Cases",24.3523316062176,"property"
"704",2013,"yearly_tot_clr_larcny__totl",473,"bensalem","larceny","Cleared Cases",22.5388601036269,"property"
"705",2014,"yearly_tot_clr_larcny__totl",366,"bensalem","larceny","Cleared Cases",-5.18134715025906,"property"
"715",2009,"yearly_ot_clr_vhc_thft__tot",7,"bensalem","motor motor vehicle theft","Cleared Cases",0,"property"
"716",2010,"yearly_ot_clr_vhc_thft__tot",21,"bensalem","motor motor vehicle theft","Cleared Cases",200,"property"
"717",2011,"yearly_ot_clr_vhc_thft__tot",8,"bensalem","motor motor vehicle theft","Cleared Cases",14.2857142857143,"property"
"718",2012,"yearly_ot_clr_vhc_thft__tot",13,"bensalem","motor motor vehicle theft","Cleared Cases",85.7142857142857,"property"
"719",2013,"yearly_ot_clr_vhc_thft__tot",15,"bensalem","motor motor vehicle theft","Cleared Cases",114.285714285714,"property"
"720",2014,"yearly_ot_clr_vhc_thft__tot",8,"bensalem","motor motor vehicle theft","Cleared Cases",14.2857142857143,"property"
"730",2009,"yearly__tot_clr_auto_theft",14,"bensalem","auto theft","Cleared Cases",0,"property"
"731",2010,"yearly__tot_clr_auto_theft",25,"bensalem","auto theft","Cleared Cases",78.5714285714286,"property"
"732",2011,"yearly__tot_clr_auto_theft",11,"bensalem","auto theft","Cleared Cases",-21.4285714285714,"property"
"733",2012,"yearly__tot_clr_auto_theft",9,"bensalem","auto theft","Cleared Cases",-35.7142857142857,"property"
"734",2013,"yearly__tot_clr_auto_theft",15,"bensalem","auto theft","Cleared Cases",7.14285714285714,"property"
"735",2014,"yearly__tot_clr_auto_theft",8,"bensalem","auto theft","Cleared Cases",-42.8571428571429,"property"
"745",2009,"yearly_tot_clr_trckbs_thft",0,"bensalem","Theft from truck or bus","Cleared Cases",0,"property"
"746",2010,"yearly_tot_clr_trckbs_thft",0,"bensalem","Theft from truck or bus","Cleared Cases",NA,"property"
"747",2011,"yearly_tot_clr_trckbs_thft",2,"bensalem","Theft from truck or bus","Cleared Cases",NA,"property"
"748",2012,"yearly_tot_clr_trckbs_thft",4,"bensalem","Theft from truck or bus","Cleared Cases",NA,"property"
"749",2013,"yearly_tot_clr_trckbs_thft",4,"bensalem","Theft from truck or bus","Cleared Cases",NA,"property"
"750",2014,"yearly_tot_clr_trckbs_thft",0,"bensalem","Theft from truck or bus","Cleared Cases",NA,"property"
"760",2009,"yearly_tot_clr_oth_vhc_thft",1,"bensalem","other motor vehicle theft","Cleared Cases",0,"property"
"761",2010,"yearly_tot_clr_oth_vhc_thft",1,"bensalem","other motor vehicle theft","Cleared Cases",0,"property"
"762",2011,"yearly_tot_clr_oth_vhc_thft",2,"bensalem","other motor vehicle theft","Cleared Cases",100,"property"
"763",2012,"yearly_tot_clr_oth_vhc_thft",2,"bensalem","other motor vehicle theft","Cleared Cases",100,"property"
"764",2013,"yearly_tot_clr_oth_vhc_thft",3,"bensalem","other motor vehicle theft","Cleared Cases",200,"property"
"765",2014,"yearly_tot_clr_oth_vhc_thft",1,"bensalem","other motor vehicle theft","Cleared Cases",0,"property"
"775",2009,"yearly__tot_clr_all_fields",877,"bensalem","all fields","Cleared Cases",0,"Total"
"776",2010,"yearly__tot_clr_all_fields",897,"bensalem","all fields","Cleared Cases",2.28050171037628,"Total"
"777",2011,"yearly__tot_clr_all_fields",961,"bensalem","all fields","Cleared Cases",9.57810718358039,"Total"
"778",2012,"yearly__tot_clr_all_fields",1020,"bensalem","all fields","Cleared Cases",16.3055872291904,"Total"
"779",2013,"yearly__tot_clr_all_fields",988,"bensalem","all fields","Cleared Cases",12.6567844925884,"Total"
"780",2014,"yearly__tot_clr_all_fields",837,"bensalem","all fields","Cleared Cases",-4.56100342075256,"Total"
"106",2009,"yearly_act_num_murder",4,"bucks_county","murder","Total Offenses",0,"violent"
"111",2010,"yearly_act_num_murder",5,"bucks_county","murder","Total Offenses",25,"violent"
"121",2011,"yearly_act_num_murder",8,"bucks_county","murder","Total Offenses",100,"violent"
"136",2012,"yearly_act_num_murder",5,"bucks_county","murder","Total Offenses",25,"violent"
"141",2013,"yearly_act_num_murder",8,"bucks_county","murder","Total Offenses",100,"violent"
"151",2014,"yearly_act_num_murder",7,"bucks_county","murder","Total Offenses",75,"violent"
"256",2009,"yearly_act_num_manslghtr",1,"bucks_county","manslaughter","Total Offenses",0,"violent"
"261",2010,"yearly_act_num_manslghtr",1,"bucks_county","manslaughter","Total Offenses",0,"violent"
"271",2011,"yearly_act_num_manslghtr",0,"bucks_county","manslaughter","Total Offenses",-100,"violent"
"286",2012,"yearly_act_num_manslghtr",0,"bucks_county","manslaughter","Total Offenses",-100,"violent"
"291",2013,"yearly_act_num_manslghtr",0,"bucks_county","manslaughter","Total Offenses",-100,"violent"
"301",2014,"yearly_act_num_manslghtr",0,"bucks_county","manslaughter","Total Offenses",-100,"violent"
"406",2009,"yearly_act_num_rape__totl",65,"bucks_county","total rape","Total Offenses",0,"violent"
"411",2010,"yearly_act_num_rape__totl",55,"bucks_county","total rape","Total Offenses",-15.3846153846154,"violent"
"421",2011,"yearly_act_num_rape__totl",64,"bucks_county","total rape","Total Offenses",-1.53846153846153,"violent"
"436",2012,"yearly_act_num_rape__totl",68,"bucks_county","total rape","Total Offenses",4.61538461538462,"violent"
"441",2013,"yearly_act_num_rape__totl",61,"bucks_county","total rape","Total Offenses",-6.15384615384615,"violent"
"451",2014,"yearly_act_num_rape__totl",73,"bucks_county","total rape","Total Offenses",12.3076923076923,"violent"
"556",2009,"yearly_act_num_forc_rape",61,"bucks_county","forcible rape","Total Offenses",0,"violent"
"561",2010,"yearly_act_num_forc_rape",48,"bucks_county","forcible rape","Total Offenses",-21.3114754098361,"violent"
"571",2011,"yearly_act_num_forc_rape",54,"bucks_county","forcible rape","Total Offenses",-11.4754098360656,"violent"
"586",2012,"yearly_act_num_forc_rape",62,"bucks_county","forcible rape","Total Offenses",1.63934426229508,"violent"
"591",2013,"yearly_act_num_forc_rape",51,"bucks_county","forcible rape","Total Offenses",-16.3934426229508,"violent"
"601",2014,"yearly_act_num_forc_rape",72,"bucks_county","forcible rape","Total Offenses",18.0327868852459,"violent"
"706",2009,"yearly_act_num_atmptd_rape",4,"bucks_county","attempted rape","Total Offenses",0,"violent"
"711",2010,"yearly_act_num_atmptd_rape",5,"bucks_county","attempted rape","Total Offenses",25,"violent"
"721",2011,"yearly_act_num_atmptd_rape",5,"bucks_county","attempted rape","Total Offenses",25,"violent"
"736",2012,"yearly_act_num_atmptd_rape",3,"bucks_county","attempted rape","Total Offenses",-25,"violent"
"741",2013,"yearly_act_num_atmptd_rape",8,"bucks_county","attempted rape","Total Offenses",100,"violent"
"751",2014,"yearly_act_num_atmptd_rape",1,"bucks_county","attempted rape","Total Offenses",-75,"violent"
"851",2009,"yearly_act_num_robbry__totl",135,"bucks_county","total robbery","Total Offenses",0,"violent"
"861",2010,"yearly_act_num_robbry__totl",175,"bucks_county","total robbery","Total Offenses",29.6296296296296,"violent"
"871",2011,"yearly_act_num_robbry__totl",119,"bucks_county","total robbery","Total Offenses",-11.8518518518518,"violent"
"881",2012,"yearly_act_num_robbry__totl",107,"bucks_county","total robbery","Total Offenses",-20.7407407407407,"violent"
"891",2013,"yearly_act_num_robbry__totl",137,"bucks_county","total robbery","Total Offenses",1.48148148148148,"violent"
"901",2014,"yearly_act_num_robbry__totl",98,"bucks_county","total robbery","Total Offenses",-27.4074074074074,"violent"
"1001",2009,"yearly_act_num_gun_robbery",45,"bucks_county","gun robbery","Total Offenses",0,"violent"
"1011",2010,"yearly_act_num_gun_robbery",61,"bucks_county","gun robbery","Total Offenses",35.5555555555556,"violent"
"1021",2011,"yearly_act_num_gun_robbery",41,"bucks_county","gun robbery","Total Offenses",-8.88888888888889,"violent"
"1031",2012,"yearly_act_num_gun_robbery",39,"bucks_county","gun robbery","Total Offenses",-13.3333333333333,"violent"
"1041",2013,"yearly_act_num_gun_robbery",58,"bucks_county","gun robbery","Total Offenses",28.8888888888889,"violent"
"1051",2014,"yearly_act_num_gun_robbery",45,"bucks_county","gun robbery","Total Offenses",0,"violent"
"1151",2009,"yearly_act_num_knife_robry",6,"bucks_county","knife robbery","Total Offenses",0,"violent"
"1161",2010,"yearly_act_num_knife_robry",23,"bucks_county","knife robbery","Total Offenses",283.333333333333,"violent"
"1171",2011,"yearly_act_num_knife_robry",15,"bucks_county","knife robbery","Total Offenses",150,"violent"
"1181",2012,"yearly_act_num_knife_robry",10,"bucks_county","knife robbery","Total Offenses",66.6666666666667,"violent"
"1191",2013,"yearly_act_num_knife_robry",17,"bucks_county","knife robbery","Total Offenses",183.333333333333,"violent"
"1201",2014,"yearly_act_num_knife_robry",7,"bucks_county","knife robbery","Total Offenses",16.6666666666667,"violent"
"1301",2009,"yearly_act_num_oth_wpn_rob",15,"bucks_county","other weapon robbery","Total Offenses",0,"violent"
"1311",2010,"yearly_act_num_oth_wpn_rob",12,"bucks_county","other weapon robbery","Total Offenses",-20,"violent"
"1321",2011,"yearly_act_num_oth_wpn_rob",9,"bucks_county","other weapon robbery","Total Offenses",-40,"violent"
"1331",2012,"yearly_act_num_oth_wpn_rob",11,"bucks_county","other weapon robbery","Total Offenses",-26.6666666666667,"violent"
"1341",2013,"yearly_act_num_oth_wpn_rob",4,"bucks_county","other weapon robbery","Total Offenses",-73.3333333333333,"violent"
"1351",2014,"yearly_act_num_oth_wpn_rob",4,"bucks_county","other weapon robbery","Total Offenses",-73.3333333333333,"violent"
"1451",2009,"yearly_act_num_str_arm_rob",69,"bucks_county","Strong Arm robbery","Total Offenses",0,"violent"
"1461",2010,"yearly_act_num_str_arm_rob",79,"bucks_county","Strong Arm robbery","Total Offenses",14.4927536231884,"violent"
"1471",2011,"yearly_act_num_str_arm_rob",54,"bucks_county","Strong Arm robbery","Total Offenses",-21.7391304347826,"violent"
"1481",2012,"yearly_act_num_str_arm_rob",47,"bucks_county","Strong Arm robbery","Total Offenses",-31.8840579710145,"violent"
"1491",2013,"yearly_act_num_str_arm_rob",58,"bucks_county","Strong Arm robbery","Total Offenses",-15.9420289855072,"violent"
"1501",2014,"yearly_act_num_str_arm_rob",42,"bucks_county","Strong Arm robbery","Total Offenses",-39.1304347826087,"violent"
"1601",2009,"yearly_act_num_asslt__total",1120,"bucks_county","total assault","Total Offenses",0,"violent"
"1611",2010,"yearly_act_num_asslt__total",1068,"bucks_county","total assault","Total Offenses",-4.64285714285714,"violent"
"1621",2011,"yearly_act_num_asslt__total",959,"bucks_county","total assault","Total Offenses",-14.375,"violent"
"1631",2012,"yearly_act_num_asslt__total",952,"bucks_county","total assault","Total Offenses",-15,"violent"
"1641",2013,"yearly_act_num_asslt__total",827,"bucks_county","total assault","Total Offenses",-26.1607142857143,"violent"
"1651",2014,"yearly_act_num_asslt__total",950,"bucks_county","total assault","Total Offenses",-15.1785714285714,"violent"
"1751",2009,"yearly_act_num_gun_assault",22,"bucks_county","gun assault","Total Offenses",0,"violent"
"1761",2010,"yearly_act_num_gun_assault",12,"bucks_county","gun assault","Total Offenses",-45.4545454545455,"violent"
"1771",2011,"yearly_act_num_gun_assault",26,"bucks_county","gun assault","Total Offenses",18.1818181818182,"violent"
"1781",2012,"yearly_act_num_gun_assault",41,"bucks_county","gun assault","Total Offenses",86.3636363636364,"violent"
"1791",2013,"yearly_act_num_gun_assault",23,"bucks_county","gun assault","Total Offenses",4.54545454545454,"violent"
"1801",2014,"yearly_act_num_gun_assault",18,"bucks_county","gun assault","Total Offenses",-18.1818181818182,"violent"
"1901",2009,"yearly_act_num_knife_asslt",33,"bucks_county","knife assault","Total Offenses",0,"violent"
"1911",2010,"yearly_act_num_knife_asslt",18,"bucks_county","knife assault","Total Offenses",-45.4545454545455,"violent"
"1921",2011,"yearly_act_num_knife_asslt",31,"bucks_county","knife assault","Total Offenses",-6.06060606060606,"violent"
"1931",2012,"yearly_act_num_knife_asslt",21,"bucks_county","knife assault","Total Offenses",-36.3636363636364,"violent"
"1941",2013,"yearly_act_num_knife_asslt",17,"bucks_county","knife assault","Total Offenses",-48.4848484848485,"violent"
"1951",2014,"yearly_act_num_knife_asslt",20,"bucks_county","knife assault","Total Offenses",-39.3939393939394,"violent"
"2051",2009,"yearly_act__oth_wpn_asslt",56,"bucks_county","other weapon assault","Total Offenses",0,"violent"
"2061",2010,"yearly_act__oth_wpn_asslt",31,"bucks_county","other weapon assault","Total Offenses",-44.6428571428571,"violent"
"2071",2011,"yearly_act__oth_wpn_asslt",52,"bucks_county","other weapon assault","Total Offenses",-7.14285714285714,"violent"
"2081",2012,"yearly_act__oth_wpn_asslt",38,"bucks_county","other weapon assault","Total Offenses",-32.1428571428571,"violent"
"2091",2013,"yearly_act__oth_wpn_asslt",38,"bucks_county","other weapon assault","Total Offenses",-32.1428571428571,"violent"
"2101",2014,"yearly_act__oth_wpn_asslt",23,"bucks_county","other weapon assault","Total Offenses",-58.9285714285714,"violent"
"2201",2009,"yearly_act__hndfeet_aslt",186,"bucks_county","hndft assault","Total Offenses",0,"violent"
"2211",2010,"yearly_act__hndfeet_aslt",133,"bucks_county","hndft assault","Total Offenses",-28.494623655914,"violent"
"2221",2011,"yearly_act__hndfeet_aslt",117,"bucks_county","hndft assault","Total Offenses",-37.0967741935484,"violent"
"2231",2012,"yearly_act__hndfeet_aslt",119,"bucks_county","hndft assault","Total Offenses",-36.0215053763441,"violent"
"2241",2013,"yearly_act__hndfeet_aslt",106,"bucks_county","hndft assault","Total Offenses",-43.010752688172,"violent"
"2251",2014,"yearly_act__hndfeet_aslt",107,"bucks_county","hndft assault","Total Offenses",-42.4731182795699,"violent"
"2351",2009,"yearly_act__simple_asslt",1205,"bucks_county","simple assault","Total Offenses",0,"violent"
"2361",2010,"yearly_act__simple_asslt",1232,"bucks_county","simple assault","Total Offenses",2.24066390041493,"violent"
"2371",2011,"yearly_act__simple_asslt",1085,"bucks_county","simple assault","Total Offenses",-9.95850622406639,"violent"
"2381",2012,"yearly_act__simple_asslt",1102,"bucks_county","simple assault","Total Offenses",-8.54771784232365,"violent"
"2391",2013,"yearly_act__simple_asslt",974,"bucks_county","simple assault","Total Offenses",-19.1701244813278,"violent"
"2401",2014,"yearly_act__simple_asslt",1126,"bucks_county","simple assault","Total Offenses",-6.55601659751037,"violent"
"2501",2009,"yearly_act__burglary__totl",910,"bucks_county","burglary1","Total Offenses",0,"property"
"2511",2010,"yearly_act__burglary__totl",953,"bucks_county","burglary1","Total Offenses",4.72527472527473,"property"
"2521",2011,"yearly_act__burglary__totl",868,"bucks_county","burglary1","Total Offenses",-4.61538461538461,"property"
"2531",2012,"yearly_act__burglary__totl",1248,"bucks_county","burglary1","Total Offenses",37.1428571428571,"property"
"2541",2013,"yearly_act__burglary__totl",866,"bucks_county","burglary1","Total Offenses",-4.83516483516484,"property"
"2551",2014,"yearly_act__burglary__totl",670,"bucks_county","burglary1","Total Offenses",-26.3736263736264,"property"
"2651",2009,"yearly_act__force_entry",709,"bucks_county","forcible entry","Total Offenses",0,"property"
"2661",2010,"yearly_act__force_entry",770,"bucks_county","forcible entry","Total Offenses",8.60366713681242,"property"
"2671",2011,"yearly_act__force_entry",775,"bucks_county","forcible entry","Total Offenses",9.30888575458393,"property"
"2681",2012,"yearly_act__force_entry",977,"bucks_county","forcible entry","Total Offenses",37.7997179125529,"property"
"2691",2013,"yearly_act__force_entry",690,"bucks_county","forcible entry","Total Offenses",-2.67983074753173,"property"
"2701",2014,"yearly_act__force_entry",620,"bucks_county","forcible entry","Total Offenses",-12.5528913963329,"property"
"2801",2009,"yearly_act__entryno_forc",272,"bucks_county","Non-forcible entry","Total Offenses",0,"property"
"2811",2010,"yearly_act__entryno_forc",307,"bucks_county","Non-forcible entry","Total Offenses",12.8676470588235,"property"
"2821",2011,"yearly_act__entryno_forc",259,"bucks_county","Non-forcible entry","Total Offenses",-4.77941176470589,"property"
"2831",2012,"yearly_act__entryno_forc",362,"bucks_county","Non-forcible entry","Total Offenses",33.0882352941176,"property"
"2841",2013,"yearly_act__entryno_forc",318,"bucks_county","Non-forcible entry","Total Offenses",16.9117647058824,"property"
"2851",2014,"yearly_act__entryno_forc",195,"bucks_county","Non-forcible entry","Total Offenses",-28.3088235294118,"property"
"2951",2009,"yearly_act__att_burglary",263,"bucks_county","attempted burglary","Total Offenses",0,"property"
"2961",2010,"yearly_act__att_burglary",257,"bucks_county","attempted burglary","Total Offenses",-2.28136882129277,"property"
"2971",2011,"yearly_act__att_burglary",285,"bucks_county","attempted burglary","Total Offenses",8.36501901140685,"property"
"2981",2012,"yearly_act__att_burglary",287,"bucks_county","attempted burglary","Total Offenses",9.12547528517109,"property"
"2991",2013,"yearly_act__att_burglary",181,"bucks_county","attempted burglary","Total Offenses",-31.1787072243346,"property"
"3001",2014,"yearly_act__att_burglary",196,"bucks_county","attempted burglary","Total Offenses",-25.4752851711027,"property"
"3101",2009,"yearly_act__larceny__total",5774,"bucks_county","larceny","Total Offenses",0,"property"
"3111",2010,"yearly_act__larceny__total",5257,"bucks_county","larceny","Total Offenses",-8.95393141669553,"property"
"3121",2011,"yearly_act__larceny__total",5260,"bucks_county","larceny","Total Offenses",-8.9019743678559,"property"
"3131",2012,"yearly_act__larceny__total",5415,"bucks_county","larceny","Total Offenses",-6.21752684447523,"property"
"3141",2013,"yearly_act__larceny__total",5074,"bucks_county","larceny","Total Offenses",-12.1233113959127,"property"
"3151",2014,"yearly_act__larceny__total",4170,"bucks_county","larceny","Total Offenses",-27.77970211292,"property"
"3251",2009,"yearly_act__vhc_theft__tot",317,"bucks_county","motor motor vehicle theft","Total Offenses",0,"property"
"3261",2010,"yearly_act__vhc_theft__tot",265,"bucks_county","motor motor vehicle theft","Total Offenses",-16.403785488959,"property"
"3271",2011,"yearly_act__vhc_theft__tot",297,"bucks_county","motor motor vehicle theft","Total Offenses",-6.30914826498423,"property"
"3281",2012,"yearly_act__vhc_theft__tot",267,"bucks_county","motor motor vehicle theft","Total Offenses",-15.7728706624606,"property"
"3291",2013,"yearly_act__vhc_theft__tot",231,"bucks_county","motor motor vehicle theft","Total Offenses",-27.1293375394322,"property"
"3301",2014,"yearly_act__vhc_theft__tot",237,"bucks_county","motor motor vehicle theft","Total Offenses",-25.2365930599369,"property"
"3401",2009,"yearly_act__auto_theft",321,"bucks_county","auto theft","Total Offenses",0,"property"
"3411",2010,"yearly_act__auto_theft",271,"bucks_county","auto theft","Total Offenses",-15.5763239875389,"property"
"3421",2011,"yearly_act__auto_theft",334,"bucks_county","auto theft","Total Offenses",4.04984423676011,"property"
"3431",2012,"yearly_act__auto_theft",270,"bucks_county","auto theft","Total Offenses",-15.8878504672897,"property"
"3441",2013,"yearly_act__auto_theft",268,"bucks_county","auto theft","Total Offenses",-16.5109034267913,"property"
"3451",2014,"yearly_act__auto_theft",257,"bucks_county","auto theft","Total Offenses",-19.9376947040498,"property"
"3551",2009,"yearly_act__trckbus_thft",24,"bucks_county","Theft from truck or bus","Total Offenses",0,"property"
"3561",2010,"yearly_act__trckbus_thft",15,"bucks_county","Theft from truck or bus","Total Offenses",-37.5,"property"
"3571",2011,"yearly_act__trckbus_thft",25,"bucks_county","Theft from truck or bus","Total Offenses",4.16666666666667,"property"
"3581",2012,"yearly_act__trckbus_thft",20,"bucks_county","Theft from truck or bus","Total Offenses",-16.6666666666667,"property"
"3591",2013,"yearly_act__trckbus_thft",11,"bucks_county","Theft from truck or bus","Total Offenses",-54.1666666666667,"property"
"3601",2014,"yearly_act__trckbus_thft",11,"bucks_county","Theft from truck or bus","Total Offenses",-54.1666666666667,"property"
"3701",2009,"yearly_act__oth_vhc_theft",81,"bucks_county","other motor vehicle theft","Total Offenses",0,"property"
"3711",2010,"yearly_act__oth_vhc_theft",78,"bucks_county","other motor vehicle theft","Total Offenses",-3.70370370370371,"property"
"3721",2011,"yearly_act__oth_vhc_theft",68,"bucks_county","other motor vehicle theft","Total Offenses",-16.0493827160494,"property"
"3731",2012,"yearly_act__oth_vhc_theft",61,"bucks_county","other motor vehicle theft","Total Offenses",-24.6913580246914,"property"
"3741",2013,"yearly_act__oth_vhc_theft",45,"bucks_county","other motor vehicle theft","Total Offenses",-44.4444444444444,"property"
"3751",2014,"yearly_act__oth_vhc_theft",44,"bucks_county","other motor vehicle theft","Total Offenses",-45.679012345679,"property"
"3851",2009,"yearly_act__all_fields",12187,"bucks_county","all fields","Total Offenses",0,"Total"
"3861",2010,"yearly_act__all_fields",11395,"bucks_county","all fields","Total Offenses",-6.49872815294986,"Total"
"3871",2011,"yearly_act__all_fields",12108,"bucks_county","all fields","Total Offenses",-0.648231722327075,"Total"
"3881",2012,"yearly_act__all_fields",11774,"bucks_county","all fields","Total Offenses",-3.38885697874785,"Total"
"3891",2013,"yearly_act__all_fields",10934,"bucks_county","all fields","Total Offenses",-10.2814474439977,"Total"
"3901",2014,"yearly_act__all_fields",9498,"bucks_county","all fields","Total Offenses",-22.0644949536391,"Total"
"4001",2009,"yearly__tot_clr_murder",3,"bucks_county","murder","Cleared Cases",0,"violent"
"4011",2010,"yearly__tot_clr_murder",4,"bucks_county","murder","Cleared Cases",33.3333333333333,"violent"
"4021",2011,"yearly__tot_clr_murder",6,"bucks_county","murder","Cleared Cases",100,"violent"
"4031",2012,"yearly__tot_clr_murder",7,"bucks_county","murder","Cleared Cases",133.333333333333,"violent"
"4041",2013,"yearly__tot_clr_murder",7,"bucks_county","murder","Cleared Cases",133.333333333333,"violent"
"4051",2014,"yearly__tot_clr_murder",8,"bucks_county","murder","Cleared Cases",166.666666666667,"violent"
"4151",2009,"yearly__tot_clr_manslghtr",1,"bucks_county","manslaughter","Cleared Cases",0,"violent"
"4161",2010,"yearly__tot_clr_manslghtr",1,"bucks_county","manslaughter","Cleared Cases",0,"violent"
"4171",2011,"yearly__tot_clr_manslghtr",0,"bucks_county","manslaughter","Cleared Cases",-100,"violent"
"4181",2012,"yearly__tot_clr_manslghtr",1,"bucks_county","manslaughter","Cleared Cases",0,"violent"
"4191",2013,"yearly__tot_clr_manslghtr",2,"bucks_county","manslaughter","Cleared Cases",100,"violent"
"4201",2014,"yearly__tot_clr_manslghtr",0,"bucks_county","manslaughter","Cleared Cases",-100,"violent"
"4301",2009,"yearly_tot_clr_rape__total",36,"bucks_county","total rape","Cleared Cases",0,"violent"
"4311",2010,"yearly_tot_clr_rape__total",24,"bucks_county","total rape","Cleared Cases",-33.3333333333333,"violent"
"4321",2011,"yearly_tot_clr_rape__total",26,"bucks_county","total rape","Cleared Cases",-27.7777777777778,"violent"
"4331",2012,"yearly_tot_clr_rape__total",27,"bucks_county","total rape","Cleared Cases",-25,"violent"
"4341",2013,"yearly_tot_clr_rape__total",19,"bucks_county","total rape","Cleared Cases",-47.2222222222222,"violent"
"4351",2014,"yearly_tot_clr_rape__total",33,"bucks_county","total rape","Cleared Cases",-8.33333333333334,"violent"
"4451",2009,"yearly__tot_clr_forc_rape",32,"bucks_county","forcible rape","Cleared Cases",0,"violent"
"4461",2010,"yearly__tot_clr_forc_rape",21,"bucks_county","forcible rape","Cleared Cases",-34.375,"violent"
"4471",2011,"yearly__tot_clr_forc_rape",22,"bucks_county","forcible rape","Cleared Cases",-31.25,"violent"
"4481",2012,"yearly__tot_clr_forc_rape",21,"bucks_county","forcible rape","Cleared Cases",-34.375,"violent"
"4491",2013,"yearly__tot_clr_forc_rape",12,"bucks_county","forcible rape","Cleared Cases",-62.5,"violent"
"4501",2014,"yearly__tot_clr_forc_rape",30,"bucks_county","forcible rape","Cleared Cases",-6.25,"violent"
"4601",2009,"yearly__tot_clr_atmptd_rape",3,"bucks_county","attempted rape","Cleared Cases",0,"violent"
"4611",2010,"yearly__tot_clr_atmptd_rape",3,"bucks_county","attempted rape","Cleared Cases",0,"violent"
"4621",2011,"yearly__tot_clr_atmptd_rape",4,"bucks_county","attempted rape","Cleared Cases",33.3333333333333,"violent"
"4631",2012,"yearly__tot_clr_atmptd_rape",5,"bucks_county","attempted rape","Cleared Cases",66.6666666666667,"violent"
"4641",2013,"yearly__tot_clr_atmptd_rape",6,"bucks_county","attempted rape","Cleared Cases",100,"violent"
"4651",2014,"yearly__tot_clr_atmptd_rape",3,"bucks_county","attempted rape","Cleared Cases",0,"violent"
"4751",2009,"yearly_tot_clr__totl_robery",61,"bucks_county","total robbery","Cleared Cases",0,"violent"
"4761",2010,"yearly_tot_clr__totl_robery",78,"bucks_county","total robbery","Cleared Cases",27.8688524590164,"violent"
"4771",2011,"yearly_tot_clr__totl_robery",44,"bucks_county","total robbery","Cleared Cases",-27.8688524590164,"violent"
"4781",2012,"yearly_tot_clr__totl_robery",53,"bucks_county","total robbery","Cleared Cases",-13.1147540983607,"violent"
"4791",2013,"yearly_tot_clr__totl_robery",69,"bucks_county","total robbery","Cleared Cases",13.1147540983606,"violent"
"4801",2014,"yearly_tot_clr__totl_robery",35,"bucks_county","total robbery","Cleared Cases",-42.6229508196721,"violent"
"4901",2009,"yearly__tot_clr_gun_robbery",11,"bucks_county","gun robbery","Cleared Cases",0,"violent"
"4911",2010,"yearly__tot_clr_gun_robbery",27,"bucks_county","gun robbery","Cleared Cases",145.454545454545,"violent"
"4921",2011,"yearly__tot_clr_gun_robbery",9,"bucks_county","gun robbery","Cleared Cases",-18.1818181818182,"violent"
"4931",2012,"yearly__tot_clr_gun_robbery",23,"bucks_county","gun robbery","Cleared Cases",109.090909090909,"violent"
