"","year","offense_name","value","region","short_name","Type","percent_change","crime_type"
"2992",2013,"yearly_act__att_burglary",4720,"Pennsylvania","attempted burglary","Total Offenses",-0.736067297581489,"property"
"3002",2014,"yearly_act__att_burglary",4132,"Pennsylvania","attempted burglary","Total Offenses",-13.1019978969506,"property"
"3102",2009,"yearly_act__larceny__total",133125,"Pennsylvania","larceny","Total Offenses",0,"property"
"3112",2010,"yearly_act__larceny__total",134156,"Pennsylvania","larceny","Total Offenses",0.774460093896723,"property"
"3122",2011,"yearly_act__larceny__total",133961,"Pennsylvania","larceny","Total Offenses",0.627981220657281,"property"
"3132",2012,"yearly_act__larceny__total",135361,"Pennsylvania","larceny","Total Offenses",1.67962441314553,"property"
"3142",2013,"yearly_act__larceny__total",127785,"Pennsylvania","larceny","Total Offenses",-4.01126760563381,"property"
"3152",2014,"yearly_act__larceny__total",122793,"Pennsylvania","larceny","Total Offenses",-7.76112676056337,"property"
"3252",2009,"yearly_act__vhc_theft__tot",11703,"Pennsylvania","motor motor vehicle theft","Total Offenses",0,"property"
"3262",2010,"yearly_act__vhc_theft__tot",10689,"Pennsylvania","motor motor vehicle theft","Total Offenses",-8.66444501409895,"property"
"3272",2011,"yearly_act__vhc_theft__tot",11020,"Pennsylvania","motor motor vehicle theft","Total Offenses",-5.83611039904298,"property"
"3282",2012,"yearly_act__vhc_theft__tot",10201,"Pennsylvania","motor motor vehicle theft","Total Offenses",-12.8343159873537,"property"
"3292",2013,"yearly_act__vhc_theft__tot",8964,"Pennsylvania","motor motor vehicle theft","Total Offenses",-23.4042553191489,"property"
"3302",2014,"yearly_act__vhc_theft__tot",8614,"Pennsylvania","motor motor vehicle theft","Total Offenses",-26.3949414679997,"property"
"3402",2009,"yearly_act__auto_theft",14457,"Pennsylvania","auto theft","Total Offenses",0,"property"
"3412",2010,"yearly_act__auto_theft",13778,"Pennsylvania","auto theft","Total Offenses",-4.69668672615342,"property"
"3422",2011,"yearly_act__auto_theft",13669,"Pennsylvania","auto theft","Total Offenses",-5.4506467455212,"property"
"3432",2012,"yearly_act__auto_theft",12254,"Pennsylvania","auto theft","Total Offenses",-15.2382928685066,"property"
"3442",2013,"yearly_act__auto_theft",11142,"Pennsylvania","auto theft","Total Offenses",-22.9300684789375,"property"
"3452",2014,"yearly_act__auto_theft",10679,"Pennsylvania","auto theft","Total Offenses",-26.1326692951511,"property"
"3552",2009,"yearly_act__trckbus_thft",536,"Pennsylvania","Theft from truck or bus","Total Offenses",0,"property"
"3562",2010,"yearly_act__trckbus_thft",456,"Pennsylvania","Theft from truck or bus","Total Offenses",-14.9253731343284,"property"
"3572",2011,"yearly_act__trckbus_thft",492,"Pennsylvania","Theft from truck or bus","Total Offenses",-8.2089552238806,"property"
"3582",2012,"yearly_act__trckbus_thft",408,"Pennsylvania","Theft from truck or bus","Total Offenses",-23.8805970149254,"property"
"3592",2013,"yearly_act__trckbus_thft",370,"Pennsylvania","Theft from truck or bus","Total Offenses",-30.9701492537313,"property"
"3602",2014,"yearly_act__trckbus_thft",342,"Pennsylvania","Theft from truck or bus","Total Offenses",-36.1940298507463,"property"
"3702",2009,"yearly_act__oth_vhc_theft",1604,"Pennsylvania","other motor vehicle theft","Total Offenses",0,"property"
"3712",2010,"yearly_act__oth_vhc_theft",1371,"Pennsylvania","other motor vehicle theft","Total Offenses",-14.5261845386534,"property"
"3722",2011,"yearly_act__oth_vhc_theft",1605,"Pennsylvania","other motor vehicle theft","Total Offenses",0.0623441396508717,"property"
"3732",2012,"yearly_act__oth_vhc_theft",1499,"Pennsylvania","other motor vehicle theft","Total Offenses",-6.54613466334164,"property"
"3742",2013,"yearly_act__oth_vhc_theft",1333,"Pennsylvania","other motor vehicle theft","Total Offenses",-16.8952618453865,"property"
"3752",2014,"yearly_act__oth_vhc_theft",1164,"Pennsylvania","other motor vehicle theft","Total Offenses",-27.431421446384,"property"
"3852",2009,"yearly_act__all_fields",404471,"Pennsylvania","all fields","Total Offenses",0,"Total"
"3862",2010,"yearly_act__all_fields",404173,"Pennsylvania","all fields","Total Offenses",-0.0736764811321455,"Total"
"3872",2011,"yearly_act__all_fields",411556,"Pennsylvania","all fields","Total Offenses",1.75167070074245,"Total"
"3882",2012,"yearly_act__all_fields",404059,"Pennsylvania","all fields","Total Offenses",-0.101861443712903,"Total"
"3892",2013,"yearly_act__all_fields",382290,"Pennsylvania","all fields","Total Offenses",-5.48395311406751,"Total"
"3902",2014,"yearly_act__all_fields",363423,"Pennsylvania","all fields","Total Offenses",-10.1485644211822,"Total"
"4002",2009,"yearly__tot_clr_murder",471,"Pennsylvania","murder","Cleared Cases",0,"violent"
"4012",2010,"yearly__tot_clr_murder",432,"Pennsylvania","murder","Cleared Cases",-8.28025477707006,"violent"
"4022",2011,"yearly__tot_clr_murder",411,"Pennsylvania","murder","Cleared Cases",-12.7388535031847,"violent"
"4032",2012,"yearly__tot_clr_murder",486,"Pennsylvania","murder","Cleared Cases",3.18471337579618,"violent"
"4042",2013,"yearly__tot_clr_murder",433,"Pennsylvania","murder","Cleared Cases",-8.06794055201698,"violent"
"4052",2014,"yearly__tot_clr_murder",394,"Pennsylvania","murder","Cleared Cases",-16.348195329087,"violent"
"4152",2009,"yearly__tot_clr_manslghtr",35,"Pennsylvania","manslaughter","Cleared Cases",0,"violent"
"4162",2010,"yearly__tot_clr_manslghtr",24,"Pennsylvania","manslaughter","Cleared Cases",-31.4285714285714,"violent"
"4172",2011,"yearly__tot_clr_manslghtr",15,"Pennsylvania","manslaughter","Cleared Cases",-57.1428571428571,"violent"
"4182",2012,"yearly__tot_clr_manslghtr",21,"Pennsylvania","manslaughter","Cleared Cases",-40,"violent"
"4192",2013,"yearly__tot_clr_manslghtr",30,"Pennsylvania","manslaughter","Cleared Cases",-14.2857142857143,"violent"
"4202",2014,"yearly__tot_clr_manslghtr",25,"Pennsylvania","manslaughter","Cleared Cases",-28.5714285714286,"violent"
"4302",2009,"yearly_tot_clr_rape__total",1915,"Pennsylvania","total rape","Cleared Cases",0,"violent"
"4312",2010,"yearly_tot_clr_rape__total",2015,"Pennsylvania","total rape","Cleared Cases",5.22193211488251,"violent"
"4322",2011,"yearly_tot_clr_rape__total",1868,"Pennsylvania","total rape","Cleared Cases",-2.45430809399477,"violent"
"4332",2012,"yearly_tot_clr_rape__total",1799,"Pennsylvania","total rape","Cleared Cases",-6.05744125326371,"violent"
"4342",2013,"yearly_tot_clr_rape__total",2150,"Pennsylvania","total rape","Cleared Cases",12.2715404699739,"violent"
"4352",2014,"yearly_tot_clr_rape__total",2185,"Pennsylvania","total rape","Cleared Cases",14.0992167101828,"violent"
"4452",2009,"yearly__tot_clr_forc_rape",1667,"Pennsylvania","forcible rape","Cleared Cases",0,"violent"
"4462",2010,"yearly__tot_clr_forc_rape",1785,"Pennsylvania","forcible rape","Cleared Cases",7.07858428314336,"violent"
"4472",2011,"yearly__tot_clr_forc_rape",1636,"Pennsylvania","forcible rape","Cleared Cases",-1.85962807438512,"violent"
"4482",2012,"yearly__tot_clr_forc_rape",1605,"Pennsylvania","forcible rape","Cleared Cases",-3.71925614877024,"violent"
"4492",2013,"yearly__tot_clr_forc_rape",1894,"Pennsylvania","forcible rape","Cleared Cases",13.6172765446911,"violent"
"4502",2014,"yearly__tot_clr_forc_rape",1896,"Pennsylvania","forcible rape","Cleared Cases",13.7372525494901,"violent"
"4602",2009,"yearly__tot_clr_atmptd_rape",166,"Pennsylvania","attempted rape","Cleared Cases",0,"violent"
"4612",2010,"yearly__tot_clr_atmptd_rape",151,"Pennsylvania","attempted rape","Cleared Cases",-9.03614457831326,"violent"
"4622",2011,"yearly__tot_clr_atmptd_rape",162,"Pennsylvania","attempted rape","Cleared Cases",-2.40963855421686,"violent"
"4632",2012,"yearly__tot_clr_atmptd_rape",138,"Pennsylvania","attempted rape","Cleared Cases",-16.8674698795181,"violent"
"4642",2013,"yearly__tot_clr_atmptd_rape",175,"Pennsylvania","attempted rape","Cleared Cases",5.42168674698795,"violent"
"4652",2014,"yearly__tot_clr_atmptd_rape",185,"Pennsylvania","attempted rape","Cleared Cases",11.4457831325301,"violent"
"4752",2009,"yearly_tot_clr__totl_robery",4034,"Pennsylvania","total robbery","Cleared Cases",0,"violent"
"4762",2010,"yearly_tot_clr__totl_robery",3649,"Pennsylvania","total robbery","Cleared Cases",-9.54387704511651,"violent"
"4772",2011,"yearly_tot_clr__totl_robery",3653,"Pennsylvania","total robbery","Cleared Cases",-9.4447198810114,"violent"
"4782",2012,"yearly_tot_clr__totl_robery",3700,"Pennsylvania","total robbery","Cleared Cases",-8.2796232027764,"violent"
"4792",2013,"yearly_tot_clr__totl_robery",3658,"Pennsylvania","total robbery","Cleared Cases",-9.32077342588002,"violent"
"4802",2014,"yearly_tot_clr__totl_robery",3282,"Pennsylvania","total robbery","Cleared Cases",-18.64154685176,"violent"
"4902",2009,"yearly__tot_clr_gun_robbery",1372,"Pennsylvania","gun robbery","Cleared Cases",0,"violent"
"4912",2010,"yearly__tot_clr_gun_robbery",1182,"Pennsylvania","gun robbery","Cleared Cases",-13.8483965014577,"violent"
"4922",2011,"yearly__tot_clr_gun_robbery",1192,"Pennsylvania","gun robbery","Cleared Cases",-13.1195335276968,"violent"
"4932",2012,"yearly__tot_clr_gun_robbery",1254,"Pennsylvania","gun robbery","Cleared Cases",-8.60058309037901,"violent"
"4942",2013,"yearly__tot_clr_gun_robbery",1225,"Pennsylvania","gun robbery","Cleared Cases",-10.7142857142857,"violent"
"4952",2014,"yearly__tot_clr_gun_robbery",1076,"Pennsylvania","gun robbery","Cleared Cases",-21.5743440233236,"violent"
"5052",2009,"yearly__tot_clr_knife_robry",294,"Pennsylvania","knife robbery","Cleared Cases",0,"violent"
"5062",2010,"yearly__tot_clr_knife_robry",265,"Pennsylvania","knife robbery","Cleared Cases",-9.86394557823129,"violent"
"5072",2011,"yearly__tot_clr_knife_robry",320,"Pennsylvania","knife robbery","Cleared Cases",8.843537414966,"violent"
"5082",2012,"yearly__tot_clr_knife_robry",269,"Pennsylvania","knife robbery","Cleared Cases",-8.50340136054422,"violent"
"5092",2013,"yearly__tot_clr_knife_robry",251,"Pennsylvania","knife robbery","Cleared Cases",-14.6258503401361,"violent"
"5102",2014,"yearly__tot_clr_knife_robry",243,"Pennsylvania","knife robbery","Cleared Cases",-17.3469387755102,"violent"
"5202",2009,"yearly__tot_clr_oth_wpn_rob",298,"Pennsylvania","other weapon robbery","Cleared Cases",0,"violent"
"5212",2010,"yearly__tot_clr_oth_wpn_rob",254,"Pennsylvania","other weapon robbery","Cleared Cases",-14.7651006711409,"violent"
"5222",2011,"yearly__tot_clr_oth_wpn_rob",223,"Pennsylvania","other weapon robbery","Cleared Cases",-25.1677852348993,"violent"
"5232",2012,"yearly__tot_clr_oth_wpn_rob",293,"Pennsylvania","other weapon robbery","Cleared Cases",-1.67785234899329,"violent"
"5242",2013,"yearly__tot_clr_oth_wpn_rob",257,"Pennsylvania","other weapon robbery","Cleared Cases",-13.758389261745,"violent"
"5252",2014,"yearly__tot_clr_oth_wpn_rob",218,"Pennsylvania","other weapon robbery","Cleared Cases",-26.8456375838926,"violent"
"5352",2009,"yearly__tot_clr_str_arm_rob",2070,"Pennsylvania","Strong Arm robbery","Cleared Cases",0,"violent"
"5362",2010,"yearly__tot_clr_str_arm_rob",1948,"Pennsylvania","Strong Arm robbery","Cleared Cases",-5.89371980676329,"violent"
"5372",2011,"yearly__tot_clr_str_arm_rob",1918,"Pennsylvania","Strong Arm robbery","Cleared Cases",-7.34299516908212,"violent"
"5382",2012,"yearly__tot_clr_str_arm_rob",1884,"Pennsylvania","Strong Arm robbery","Cleared Cases",-8.98550724637681,"violent"
"5392",2013,"yearly__tot_clr_str_arm_rob",1925,"Pennsylvania","Strong Arm robbery","Cleared Cases",-7.00483091787439,"violent"
"5402",2014,"yearly__tot_clr_str_arm_rob",1745,"Pennsylvania","Strong Arm robbery","Cleared Cases",-15.7004830917874,"violent"
"5502",2009,"yearly_tot_clr_asslt__total",49249,"Pennsylvania","total assault","Cleared Cases",0,"violent"
"5512",2010,"yearly_tot_clr_asslt__total",48640,"Pennsylvania","total assault","Cleared Cases",-1.23657333143821,"violent"
"5522",2011,"yearly_tot_clr_asslt__total",50794,"Pennsylvania","total assault","Cleared Cases",3.13711953542204,"violent"
"5532",2012,"yearly_tot_clr_asslt__total",51272,"Pennsylvania","total assault","Cleared Cases",4.10769761822576,"violent"
"5542",2013,"yearly_tot_clr_asslt__total",48988,"Pennsylvania","total assault","Cleared Cases",-0.529959999187801,"violent"
"5552",2014,"yearly_tot_clr_asslt__total",46512,"Pennsylvania","total assault","Cleared Cases",-5.55747324818778,"violent"
"5652",2009,"yearly__tot_clr_gun_assault",1718,"Pennsylvania","gun assault","Cleared Cases",0,"violent"
"5662",2010,"yearly__tot_clr_gun_assault",1669,"Pennsylvania","gun assault","Cleared Cases",-2.85215366705471,"violent"
"5672",2011,"yearly__tot_clr_gun_assault",1648,"Pennsylvania","gun assault","Cleared Cases",-4.07450523864959,"violent"
"5682",2012,"yearly__tot_clr_gun_assault",1909,"Pennsylvania","gun assault","Cleared Cases",11.1175785797439,"violent"
"5692",2013,"yearly__tot_clr_gun_assault",1746,"Pennsylvania","gun assault","Cleared Cases",1.62980209545984,"violent"
"5702",2014,"yearly__tot_clr_gun_assault",1623,"Pennsylvania","gun assault","Cleared Cases",-5.52968568102444,"violent"
"5802",2009,"yearly__tot_clr_knife_asslt",1985,"Pennsylvania","knife assault","Cleared Cases",0,"violent"
"5812",2010,"yearly__tot_clr_knife_asslt",1900,"Pennsylvania","knife assault","Cleared Cases",-4.28211586901763,"violent"
"5822",2011,"yearly__tot_clr_knife_asslt",1927,"Pennsylvania","knife assault","Cleared Cases",-2.92191435768262,"violent"
"5832",2012,"yearly__tot_clr_knife_asslt",1930,"Pennsylvania","knife assault","Cleared Cases",-2.77078085642317,"violent"
"5842",2013,"yearly__tot_clr_knife_asslt",1794,"Pennsylvania","knife assault","Cleared Cases",-9.62216624685138,"violent"
"5852",2014,"yearly__tot_clr_knife_asslt",1781,"Pennsylvania","knife assault","Cleared Cases",-10.2770780856423,"violent"
"5952",2009,"yearly__tot_clr_oth_wpn_aslt",3023,"Pennsylvania","other weapon assault","Cleared Cases",0,"violent"
"5962",2010,"yearly__tot_clr_oth_wpn_aslt",2913,"Pennsylvania","other weapon assault","Cleared Cases",-3.63876943433675,"violent"
"5972",2011,"yearly__tot_clr_oth_wpn_aslt",2729,"Pennsylvania","other weapon assault","Cleared Cases",-9.72543830631822,"violent"
"5982",2012,"yearly__tot_clr_oth_wpn_aslt",2701,"Pennsylvania","other weapon assault","Cleared Cases",-10.6516705259676,"violent"
"5992",2013,"yearly__tot_clr_oth_wpn_aslt",2671,"Pennsylvania","other weapon assault","Cleared Cases",-11.6440621898776,"violent"
"6002",2014,"yearly__tot_clr_oth_wpn_aslt",2315,"Pennsylvania","other weapon assault","Cleared Cases",-23.4204432682765,"violent"
"6102",2009,"yearly__tot_clr_hndft_aslt",5402,"Pennsylvania","hndft assault","Cleared Cases",0,"violent"
"6112",2010,"yearly__tot_clr_hndft_aslt",5186,"Pennsylvania","hndft assault","Cleared Cases",-3.99851906701222,"violent"
"6122",2011,"yearly__tot_clr_hndft_aslt",5523,"Pennsylvania","hndft assault","Cleared Cases",2.23991114402073,"violent"
"6132",2012,"yearly__tot_clr_hndft_aslt",5557,"Pennsylvania","hndft assault","Cleared Cases",2.8693076638282,"violent"
"6142",2013,"yearly__tot_clr_hndft_aslt",5237,"Pennsylvania","hndft assault","Cleared Cases",-3.05442428730099,"violent"
"6152",2014,"yearly__tot_clr_hndft_aslt",4829,"Pennsylvania","hndft assault","Cleared Cases",-10.6071825249907,"violent"
"6252",2009,"yearly__tot_clr_simple_aslt",37121,"Pennsylvania","simple assault","Cleared Cases",0,"violent"
"6262",2010,"yearly__tot_clr_simple_aslt",36972,"Pennsylvania","simple assault","Cleared Cases",-0.401390048759465,"violent"
"6272",2011,"yearly__tot_clr_simple_aslt",38967,"Pennsylvania","simple assault","Cleared Cases",4.97292637590583,"violent"
"6282",2012,"yearly__tot_clr_simple_aslt",39175,"Pennsylvania","simple assault","Cleared Cases",5.53325610840225,"violent"
"6292",2013,"yearly__tot_clr_simple_aslt",37540,"Pennsylvania","simple assault","Cleared Cases",1.12874114382695,"violent"
"6302",2014,"yearly__tot_clr_simple_aslt",35964,"Pennsylvania","simple assault","Cleared Cases",-3.11683413701139,"violent"
"6402",2009,"yearly_tot_clr_brglry__totl",6373,"Pennsylvania","burglary1","Cleared Cases",0,"property"
"6412",2010,"yearly_tot_clr_brglry__totl",6694,"Pennsylvania","burglary1","Cleared Cases",5.03687431351012,"property"
"6422",2011,"yearly_tot_clr_brglry__totl",6957,"Pennsylvania","burglary1","Cleared Cases",9.16365918719599,"property"
"6432",2012,"yearly_tot_clr_brglry__totl",7190,"Pennsylvania","burglary1","Cleared Cases",12.8197081437314,"property"
"6442",2013,"yearly_tot_clr_brglry__totl",6840,"Pennsylvania","burglary1","Cleared Cases",7.32778911030911,"property"
"6452",2014,"yearly_tot_clr_brglry__totl",5818,"Pennsylvania","burglary1","Cleared Cases",-8.70861446728385,"property"
"6552",2009,"yearly__tot_clr_forc_entry",5861,"Pennsylvania","forcible entry","Cleared Cases",0,"property"
"6562",2010,"yearly__tot_clr_forc_entry",5905,"Pennsylvania","forcible entry","Cleared Cases",0.750725132230001,"property"
"6572",2011,"yearly__tot_clr_forc_entry",6295,"Pennsylvania","forcible entry","Cleared Cases",7.4048797133595,"property"
"6582",2012,"yearly__tot_clr_forc_entry",6277,"Pennsylvania","forcible entry","Cleared Cases",7.09776488653813,"property"
"6592",2013,"yearly__tot_clr_forc_entry",6000,"Pennsylvania","forcible entry","Cleared Cases",2.37160894045385,"property"
"6602",2014,"yearly__tot_clr_forc_entry",4880,"Pennsylvania","forcible entry","Cleared Cases",-16.7377580617642,"property"
"6702",2009,"yearly__tot_clr_entrno_frc",2139,"Pennsylvania","Non-forcible entry","Cleared Cases",0,"property"
"6712",2010,"yearly__tot_clr_entrno_frc",2260,"Pennsylvania","Non-forcible entry","Cleared Cases",5.65684899485741,"property"
"6722",2011,"yearly__tot_clr_entrno_frc",2340,"Pennsylvania","Non-forcible entry","Cleared Cases",9.39691444600281,"property"
"6732",2012,"yearly__tot_clr_entrno_frc",2479,"Pennsylvania","Non-forcible entry","Cleared Cases",15.8952781673679,"property"
"6742",2013,"yearly__tot_clr_entrno_frc",2326,"Pennsylvania","Non-forcible entry","Cleared Cases",8.74240299205236,"property"
"6752",2014,"yearly__tot_clr_entrno_frc",2126,"Pennsylvania","Non-forcible entry","Cleared Cases",-0.607760635811128,"property"
"6852",2009,"yearly__tot_clr_att_burglry",460,"Pennsylvania","attempted burglary","Cleared Cases",0,"property"
"6862",2010,"yearly__tot_clr_att_burglry",449,"Pennsylvania","attempted burglary","Cleared Cases",-2.39130434782608,"property"
"6872",2011,"yearly__tot_clr_att_burglry",477,"Pennsylvania","attempted burglary","Cleared Cases",3.69565217391303,"property"
"6882",2012,"yearly__tot_clr_att_burglry",483,"Pennsylvania","attempted burglary","Cleared Cases",5,"property"
"6892",2013,"yearly__tot_clr_att_burglry",463,"Pennsylvania","attempted burglary","Cleared Cases",0.652173913043486,"property"
"6902",2014,"yearly__tot_clr_att_burglry",395,"Pennsylvania","attempted burglary","Cleared Cases",-14.1304347826087,"property"
"7002",2009,"yearly_tot_clr_larcny__totl",35315,"Pennsylvania","larceny","Cleared Cases",0,"property"
"7012",2010,"yearly_tot_clr_larcny__totl",34280,"Pennsylvania","larceny","Cleared Cases",-2.93076596347162,"property"
"7022",2011,"yearly_tot_clr_larcny__totl",36057,"Pennsylvania","larceny","Cleared Cases",2.10109018830524,"property"
"7032",2012,"yearly_tot_clr_larcny__totl",37576,"Pennsylvania","larceny","Cleared Cases",6.40237859266601,"property"
"7042",2013,"yearly_tot_clr_larcny__totl",37179,"Pennsylvania","larceny","Cleared Cases",5.27821039218463,"property"
"7052",2014,"yearly_tot_clr_larcny__totl",36115,"Pennsylvania","larceny","Cleared Cases",2.2653263485771,"property"
"7152",2009,"yearly_ot_clr_vhc_thft__tot",2841,"Pennsylvania","motor motor vehicle theft","Cleared Cases",0,"property"
"7162",2010,"yearly_ot_clr_vhc_thft__tot",2150,"Pennsylvania","motor motor vehicle theft","Cleared Cases",-24.3224216825062,"property"
"7172",2011,"yearly_ot_clr_vhc_thft__tot",2185,"Pennsylvania","motor motor vehicle theft","Cleared Cases",-23.0904611052446,"property"
"7182",2012,"yearly_ot_clr_vhc_thft__tot",2384,"Pennsylvania","motor motor vehicle theft","Cleared Cases",-16.085885251672,"property"
"7192",2013,"yearly_ot_clr_vhc_thft__tot",2247,"Pennsylvania","motor motor vehicle theft","Cleared Cases",-20.9081309398099,"property"
"7202",2014,"yearly_ot_clr_vhc_thft__tot",2131,"Pennsylvania","motor motor vehicle theft","Cleared Cases",-24.991200281591,"property"
"7302",2009,"yearly__tot_clr_auto_theft",3591,"Pennsylvania","auto theft","Cleared Cases",0,"property"
"7312",2010,"yearly__tot_clr_auto_theft",2699,"Pennsylvania","auto theft","Cleared Cases",-24.8398774714564,"property"
"7322",2011,"yearly__tot_clr_auto_theft",2772,"Pennsylvania","auto theft","Cleared Cases",-22.8070175438597,"property"
"7332",2012,"yearly__tot_clr_auto_theft",2949,"Pennsylvania","auto theft","Cleared Cases",-17.8780284043442,"property"
"7342",2013,"yearly__tot_clr_auto_theft",2736,"Pennsylvania","auto theft","Cleared Cases",-23.8095238095238,"property"
"7352",2014,"yearly__tot_clr_auto_theft",2810,"Pennsylvania","auto theft","Cleared Cases",-21.7488164856586,"property"
"7452",2009,"yearly_tot_clr_trckbs_thft",120,"Pennsylvania","Theft from truck or bus","Cleared Cases",0,"property"
"7462",2010,"yearly_tot_clr_trckbs_thft",97,"Pennsylvania","Theft from truck or bus","Cleared Cases",-19.1666666666667,"property"
"7472",2011,"yearly_tot_clr_trckbs_thft",110,"Pennsylvania","Theft from truck or bus","Cleared Cases",-8.33333333333334,"property"
"7482",2012,"yearly_tot_clr_trckbs_thft",92,"Pennsylvania","Theft from truck or bus","Cleared Cases",-23.3333333333333,"property"
"7492",2013,"yearly_tot_clr_trckbs_thft",101,"Pennsylvania","Theft from truck or bus","Cleared Cases",-15.8333333333333,"property"
"7502",2014,"yearly_tot_clr_trckbs_thft",77,"Pennsylvania","Theft from truck or bus","Cleared Cases",-35.8333333333333,"property"
"7602",2009,"yearly_tot_clr_oth_vhc_thft",349,"Pennsylvania","other motor vehicle theft","Cleared Cases",0,"property"
"7612",2010,"yearly_tot_clr_oth_vhc_thft",258,"Pennsylvania","other motor vehicle theft","Cleared Cases",-26.0744985673352,"property"
"7622",2011,"yearly_tot_clr_oth_vhc_thft",263,"Pennsylvania","other motor vehicle theft","Cleared Cases",-24.6418338108882,"property"
"7632",2012,"yearly_tot_clr_oth_vhc_thft",295,"Pennsylvania","other motor vehicle theft","Cleared Cases",-15.4727793696275,"property"
"7642",2013,"yearly_tot_clr_oth_vhc_thft",295,"Pennsylvania","other motor vehicle theft","Cleared Cases",-15.4727793696275,"property"
"7652",2014,"yearly_tot_clr_oth_vhc_thft",235,"Pennsylvania","other motor vehicle theft","Cleared Cases",-32.6647564469914,"property"
"7752",2009,"yearly__tot_clr_all_fields",149541,"Pennsylvania","all fields","Cleared Cases",0,"Total"
"7762",2010,"yearly__tot_clr_all_fields",143235,"Pennsylvania","all fields","Cleared Cases",-4.21690372539972,"Total"
"7772",2011,"yearly__tot_clr_all_fields",152306,"Pennsylvania","all fields","Cleared Cases",1.84899124654776,"Total"
"7782",2012,"yearly__tot_clr_all_fields",153171,"Pennsylvania","all fields","Cleared Cases",2.42742792946415,"Total"
"7792",2013,"yearly__tot_clr_all_fields",149902,"Pennsylvania","all fields","Cleared Cases",0.241405367089964,"Total"
"7802",2014,"yearly__tot_clr_all_fields",143191,"Pennsylvania","all fields","Cleared Cases",-4.24632709424171,"Total"
